award_key,award_id,generated_award_id,award_type,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,detected_by,sources,override_status
CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-,80MSFC22CA005,CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-,contract,LOCKHEED MARTIN CORP,2025-09-30,F,P00032,0.00,MARS ASCENT VEHICLE INTEGRATED SYSTEM (MAVIS),action_code,api;mirror,
CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-,80GSFC23CA030,CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-,contract,HONEYBEE ROBOTICS LLC,2025-09-29,F,P00010,343290.45,"TERMINATE FOR CONVENIENCE AGREEMENT - MARS SAMPLE RETURN (MSR) CAPTURE, CONTAINMENT AND RETURN SYSTEMS (CCRS) EARTH ENTRY SYSTEM (EES) SPIN EJECT MECHANISM (SEM) FOR SMD DIRECTORATE.",both,api;mirror,
ASST_NON_80NSSC24K0115_080,80NSSC24K0115,ASST_NON_80NSSC24K0115_080,grant,VIRGINIA STATE UNIVERSITY,2025-09-25,D,P00003,-149900.00,TERMINATION FOR CONVENIENCE AGREEMENT - HERE TO OBSERVE SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24K1193_080,80NSSC24K1193,ASST_NON_80NSSC24K1193_080,grant,CORNELL UNIVERSITY,2025-09-25,D,P00002,-164732.25,TERMINATION FOR CONVENIENCE AGREEMENT - TOPICAL WORKSHOPS SYMPOSIUMS AND CONFERENCES SCIENCE MISSION DIRECTORATE (SMD/PLANETARY),description,api;mirror,
ASST_NON_80NSSC25K7032_080,80NSSC25K7032,ASST_NON_80NSSC25K7032_080,grant,EMORY UNIVERSITY,2025-09-25,D,P00003,-209014.09,TERMINATION FOR CONVENIENCE AGREEMENT - ADVANCING ENVIRONMENTAL JUSTICE IN ATLANTA THROUGH GIS-ENABLED COMMUNITY ENGAGEMENT - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
CONT_AWD_80GSFC25P0001_8000_-NONE-_-NONE-,80GSFC25P0001,CONT_AWD_80GSFC25P0001_8000_-NONE-_-NONE-,contract,ARES TECHNICAL SERVICES CORPORATION,2025-09-24,F,P00001,-144118.00,"SMAS III PHASE-IN - SUPPORTS DEVELOPMENT OF SAFETY AND MISSION ASSURANCE REQUIREMENTS AND THE INDEPENDENT SURVEILLANCE, AUDIT, REVIEW AND ASSESSMENT OF DESIGN, DEVELOPMENT, TEST, AND MISSION OPERATIONS ACTIVITIES.",action_code,api;mirror,
CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,80NSSC24FA979,CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,contract,"BRYCE SPACE AND TECHNOLOGY, LLC",2025-09-12,M,P00004,-124874.86,"TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPA CALL FOR OFFICE OF TECHNOLOGY, POLICY, AND STRATEGY INDEPENDENT DIAGNOSTIC AND STRATEGIC ADVISORY SUPPORT (OTPS-IDSAS).",description,api;mirror,
CONT_AWD_80GSFC23CA005_8000_-NONE-_-NONE-,80GSFC23CA005,CONT_AWD_80GSFC23CA005_8000_-NONE-_-NONE-,contract,SOUTHWEST RESEARCH INSTITUTE,2025-09-11,F,P00006,40788.00,COMPLETE TERMINATION FOR CONVENIENCE OF NASA GEOSPACE DYNAMICS CONSTELLATION (GDC) COMPREHENSIVE AURORAL PRECIPITATION EXPERIMENT (CAPE),both,api;mirror,
ASST_NON_80NSSC22K1681_080,80NSSC22K1681,ASST_NON_80NSSC22K1681_080,grant,THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2025-09-10,D,P00005,-29778.36,TERMINATION FOR CONVENIENCE AGREEMENT - EARTH SCIENCE APPLICATIONS: EQUITY AND ENVIRONMENTAL JUSTICE SUPPORT FOR SMD/ESD,description,api;mirror,
CONT_AWD_80LARC25F7014_8000_80LARC20D0007_8000,80LARC25F7014,CONT_AWD_80LARC25F7014_8000_80LARC20D0007_8000,contract,CORNELL TECHNICAL SERVICES LLC,2025-08-29,B,P00001,0.00,"SURFACE MANAGEMENT, COST, AND SCHEDULE EVALUATION SUPPORT FOR THE RADIATION BUDGET INSTRUMENT (RBI) TERMINATION SETTLEMENT COST PROPOSAL",description,api;mirror,
ASST_NON_80NSSC21M0003_080,80NSSC21M0003,ASST_NON_80NSSC21M0003_080,grant,UNIVERSITIES SPACE RESEARCH ASSOCIATION,2025-08-27,D,P00011,-553617.77,TERMINATION FOR CONVENIENCE AGREEMENT - SCIENCE ACTIVATION PROGRAM INTEGRATION/ SCIENCE ENGAGEMENT & PARTNERSHIPS DIVISION FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD),description,api;mirror,
ASST_NON_80NSSC22K0223_080,80NSSC22K0223,ASST_NON_80NSSC22K0223_080,grant,AMERICAN GEOPHYSICAL UNION,2025-08-27,D,P00006,-82614.13,TERMINATION FOR CONVENIENCE AGREEMENT - AGU AAS ASGSR TO NASA: SUPPORTING EARLY CAREER RESEARCHERS POST PANDEMIC - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
CONT_AWD_80GSFC21C0057_8000_-NONE-_-NONE-,80GSFC21C0057,CONT_AWD_80GSFC21C0057_8000_-NONE-_-NONE-,contract,SCHLUMBERGER TECHNOLOGY CORPORATION,2025-08-18,F,P00013,20402.80,"TERMINATION FOR CONVENIENCE AGREEMENT - PULSED NEUTRON GENERATORS FOR THE NASA DRAGONFLY AND DRAGONFLY TITAN LANDER AND THE DEVELOPMENT AND ADVANCEMENT OF LUNAR INSTRUMENTATION (DALI), BULK ELEMENTAL COMPOSITION ANALYZER (BECA) INSTRUMENT.",both,api;mirror,
ASST_NON_80NSSC24K0520_080,80NSSC24K0520,ASST_NON_80NSSC24K0520_080,grant,NATURAL AREAS CONSERVANCY INC,2025-08-15,D,P00002,-170395.18,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC25K7034_080,80NSSC25K7034,ASST_NON_80NSSC25K7034_080,grant,UNIVERSITY OF OKLAHOMA,2025-08-15,D,P00002,-242615.17,TERMINATION FOR CONVENIENCE AGREEMENT - 23-EEJ23-0046 BUILDING CO-DESIGN AND CO-LEARNING DIGITAL TWINS AGAINST FLOODS ON TRIBAL LANDS IN SUPPORT OF INDIGENOUS COMMUNITIES,description,api;mirror,
ASST_NON_80NSSC24K0892_080,80NSSC24K0892,ASST_NON_80NSSC24K0892_080,grant,GEORGE MASON UNIVERSITY,2025-08-14,D,P00002,-529129.00,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24K0176_080,80NSSC24K0176,ASST_NON_80NSSC24K0176_080,grant,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,2025-08-12,D,P00004,-373255.31,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCE SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24K0178_080,80NSSC24K0178,ASST_NON_80NSSC24K0178_080,grant,BROWN UNIVERSITY,2025-08-12,D,P00003,-400605.72,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24M0193_080,80NSSC24M0193,ASST_NON_80NSSC24M0193_080,grant,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2025-08-12,D,P00004,-177915.07,TERMINATION FOR CONVENIENCE AGREEMENT - NASA OPEN INNOVATION RESEARCH -SUPPORT FOR STMD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC19K1666_080,80NSSC19K1666,ASST_NON_80NSSC19K1666_080,grant,"IMEC USA NANOELECTRONICS DESIGN CENTER, INC",2025-08-05,D,P00003,-4219.53,TERMINATION FOR CONVENIENCE AGREEMENT - RODENT HINDLIMB SUSPENSION RODENT CSF AND DIRECT ICP & BIOMARKERS - SUPPORT FOR SOMD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC21M0005_080,80NSSC21M0005,ASST_NON_80NSSC21M0005_080,grant,OKLAHOMA STATE UNIVERSITY,2025-07-22,D,P00008,-839920.81,TERMINATION FOR CONVENIENCE AGREEMENT - SCIENCE ACTIVATION PROGRAM INTEGRATION/ SCIENCE ENGAGEMENT & PARTNERSHIPS DIVISION FOR SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD),description,api;mirror,
ASST_NON_80NSSC21K1069_080,80NSSC21K1069,ASST_NON_80NSSC21K1069_080,grant,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2025-06-20,B,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT -20-OCOST20-0009 APPLICATION OF CONTINUOUS GROUND-BASED REMOTE SENSING TO ANALYSIS OF OCO-2/3 XCO2 AND SIF DATA IN MOSAIC LANDSCAPES -SUPPORT FOR SMD EARTH SCIENCE DIRECTORATE,description,api;mirror,still_terminated
CONT_AWD_80GSFC23PA006_8000_-NONE-_-NONE-,80GSFC23PA006,CONT_AWD_80GSFC23PA006_8000_-NONE-_-NONE-,contract,"MALIN SPACE SCIENCE SYSTEMS, INC",2025-06-18,F,P00003,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT - MARS SAMPLE RETURN CAMPAIGN CAPTURE, CONTAINMENT, AND RETURN SAMPLE (CCRS) CAMERA",both,api;mirror,
CONT_AWD_80GSFC22CA021_8000_-NONE-_-NONE-,80GSFC22CA021,CONT_AWD_80GSFC22CA021_8000_-NONE-_-NONE-,contract,NEWTON LLC,2025-06-17,F,P00015,-31752.64,"TERMINATION FOR CONVENIENCE AGREEMENT - CAPTURE, CONTAINMENT RETURN SYSTEM (CCRS) CAPTURE LID MECHANISM (CLM)",both,api;mirror,
CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-,80NSSC25PA641,CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-,contract,"MESSE DUSSELDORF NORTH AMERICA, INC.",2025-06-17,C,P00002,-15200.00,TERMINATION FOR CONVENIENCE AGREEMENT - BOOTH SPACE FOR NASA AT AUVSI 2025,description,api;mirror,
ASST_NON_80NSSC24K0503_080,80NSSC24K0503,ASST_NON_80NSSC24K0503_080,grant,GEORGE WASHINGTON UNIVERSITY (THE),2025-06-11,B,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE ASSESSING ENVIRONMENTAL JUSTICE AIR QUALITY AND HEALTH CO-BENEFITS OF TRANSPORT INTERVENTIONS IN U.S. URBAN AREAS - SMD,description,api;mirror,
CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,80NSSC24PC269,CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,contract,KPMG LLP,2025-06-10,C,P00002,-24000.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - KPMG ASPIRE IMMERSION,description,api;mirror,
CONT_IDV_80NSSC24AA014_8000,80NSSC24AA014,CONT_IDV_80NSSC24AA014_8000,idv,"RIOS PARTNERS, LLC",2025-06-09,F,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,both,api;mirror,
ASST_NON_80NSSC25K7031_080,80NSSC25K7031,ASST_NON_80NSSC25K7031_080,grant,TRUSTEES OF TUFTS COLLEGE,2025-06-06,B,P00002,0.00,TERMINATE FOR CONVENIENCE - 23-EEJ23-0029 INTEGRATING EARTH OBSERVATIONS TOWARD ADVANCING EQUITABLE RESILIENCE TO GEOHAZARDS IN A CHANGING CLIMATE,description,api;mirror,
CONT_AWD_80GSFC24CA024_8000_-NONE-_-NONE-,80GSFC24CA024,CONT_AWD_80GSFC24CA024_8000_-NONE-_-NONE-,contract,"A3L FEDERAL WORKS,LLC",2025-05-28,M,P00008,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT-PARTIAL- IV&V PROGRAM OFFICE OF SAFETY & MISSION ASSURANCE (OSMA) KNOWLEDGE MANAGEMENT, EVENTS AND COMMUNICATIONS SUPPORTS (KMECS) IVV CONTRACT",description,api;mirror,
ASST_NON_80NSSC19K0748_080,80NSSC19K0748,ASST_NON_80NSSC19K0748_080,grant,THE PINHEAD INSTITUTE INC,2025-05-14,B,P00006,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - AN ANALYSIS OF LADEE UVS DATA FOR METALLIC SPECIES - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC23M0020_080,80NSSC23M0020,ASST_NON_80NSSC23M0020_080,grant,BLUE MARBLE SPACE,2025-05-14,B,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - THREE-DIMENSIONAL MODELING OF OBSERVABLE TERRESTRIAL WORLDS - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC24K0913_080,80NSSC24K0913,ASST_NON_80NSSC24K0913_080,grant,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE - USING NASA EARTH OBSERVATIONS TO SUPPORT ENVIRONMENTAL JUSTICE COMMUNITIES IN ATLANTA GEORGIA - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,closed_out
ASST_NON_80NSSC25K7029_080,80NSSC25K7029,ASST_NON_80NSSC25K7029_080,grant,RESEARCH TRIANGLE INSTITUTE,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - PROJECT GREEN: GREENSPACE AND REMOTE SENSING FOR THE ENVIRONMENT AND EQUITY IN NEIGHBORHOODS - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC25K7030_080,80NSSC25K7030,ASST_NON_80NSSC25K7030_080,grant,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CIELO: CHICAGO'S INITIATIVE FOR ENVIRONMENTAL JUSTICE AND LIGHT POLLUTION OUTREACH - SUPPORT FOR SMD DIRECTORATE,description,api;mirror,
CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,80NSSC25FA315,CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,contract,"NATIONAL QUALITY ASSURANCE - U.S.A., INC.",2025-05-05,F,P00001,-28832.00,TERMINATION FOR CONVENIENCE-AS9100 AUDIT AT AFRC'S NASA FACILITY,both,api;mirror,
CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,80NSSC24PB679,CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,contract,"GARTNER, INC.",2025-04-30,M,P00002,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT --NASA HUMAN CAPITAL AND LEARNING & DEVELOPMENT ADVISORY, RESEARCH AND BENCHMARKING SERVICES.",description,api;mirror,
CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,80NSSC23FA528,CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,contract,IBEX IT BUSINESS EXPERTS LLC,2025-04-23,F,P00007,-136672.81,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - NEHCSS - IBEX IT BUSINESS EXPERTS, LLC TASK ORDER 80NSSC23FA528 ORGANIZATION DEVELOPMENT SUPPORT SERVICES",both,api;mirror,
CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,80NSSC23F0002,CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,contract,"FOUR POINTS TECHNOLOGY, L.L.C.",2025-04-21,F,P00001,0.00,TERMINATE FOR CONVENIENCE AGREEMENT SECURID AUTHENTICATOR TOKENS,both,api;mirror,
CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,80NSSC24FA558,CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,contract,"THREE WIRE SYSTEMS, LLC",2025-04-16,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT TOR- ONE SOFTWARE RENEWAL,both,api;mirror,
CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,80NSSC24PA660,CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,contract,"LMI CONSULTING, LLC",2025-04-16,F,P00002,0.00,TERMINATE FOR CONVENIENCE: BRIDGE PROGRAM RETREAT,both,api;mirror,
CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,80NSSC24PB891,CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,contract,"CAREER COMMUNICATIONS GROUP, INC.",2025-04-16,F,P00003,0.00,TERMINATION FOR CONVENIENCE: WOMEN OF COLOR IN STEM SILVER PARTNERSHIP AND PARTICIPATION IN THEIR NATIONAL CONVENTION,both,api;mirror,
CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,80NSSC25FA078,CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,contract,COLOSSAL CONTRACTING LLC,2025-04-16,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT PRISMA CLOUD RENEWAL,both,api;mirror,
CONT_IDV_80GRC022AA005_8000,80GRC022AA005,CONT_IDV_80GRC022AA005_8000,idv,"APPLIED FAB & MACHINING, INC.",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT)",both,api;mirror,
CONT_IDV_80GRC022AA006_8000,80GRC022AA006,CONT_IDV_80GRC022AA006_8000,idv,"AXIAL GLOBAL, LLC.",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA014_8000,80GRC022AA014,CONT_IDV_80GRC022AA014_8000,idv,KCS PROTOTYPE AND DESIGN LLC,2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA017_8000,80GRC022AA017,CONT_IDV_80GRC022AA017_8000,idv,"MSP AVIATION, INC.",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA018_8000,80GRC022AA018,CONT_IDV_80GRC022AA018_8000,idv,"PRECISION FABRICATING & CLEANING COMPANY, INC.",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA021_8000,80GRC022AA021,CONT_IDV_80GRC022AA021_8000,idv,"UNIPAK AVIATION, LLC",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA023_8000,80GRC022AA023,CONT_IDV_80GRC022AA023_8000,idv,NORTH WIND SYSTEMS LLC,2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_IDV_80GRC022AA024_8000,80GRC022AA024,CONT_IDV_80GRC022AA024_8000,idv,"KESSINGTON, LLC",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",both,api;mirror,
CONT_AWD_80GRC024CA008_8000_-NONE-_-NONE-,80GRC024CA008,CONT_AWD_80GRC024CA008_8000_-NONE-_-NONE-,contract,CASE WESTERN RESERVE UNIVERSITY,2025-04-08,M,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTICE OF INTENT TO DE-SCOPE. CENTRIFUGAL ACCELERATION TESTING - NASA GRC IS PURSUING THE DEVELOPMENT OF DYNAMIC CONVERSION TECHNOLOGIES TO SUPPORT SCIENCE MISSION POWER SYSTEM DEVELOPMENT.,description,api;mirror,descoped
CONT_AWD_80HQTR24F0019_8000_80HQTR21D0004_8000,80HQTR24F0019,CONT_AWD_80HQTR24F0019_8000_80HQTR21D0004_8000,contract,"ICF INCORPORATED, L.L.C.",2025-04-08,M,P00002,0.00,STOP WORK AND TERMINATION FOR CONVENIENCE NOTICE ISSUED. ENGAGEMENT SPECIALIST TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO),description,api;mirror,still_terminated
CONT_AWD_80HQTR24F0096_8000_80GSFC19D0011_8000,80HQTR24F0096,CONT_AWD_80HQTR24F0096_8000_80GSFC19D0011_8000,contract,THE AEROSPACE CORPORATION,2025-04-08,M,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - STRATEGIC COMMUNICATIONS AND INTEGRATION SUPPORT FOR MISSION SUPPORT DIRECTORATE,description,api;mirror,
CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-,80JSC022CA012,CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-,contract,"FLAWLESS PHOTONICS, INC.",2025-04-08,M,P00008,0.00,TERMINATION NOTICE ISSUED: IN SPACE PRODUCTION APPLICATIONS (INSPA) - FABRICATION OF FLAWLESSPREFORMS IN MICROGRAVITY FOR OA DIRECTORATE,description,api;mirror,
CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000,80LARC21F0083,CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000,contract,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00006,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - SOMA VAULT ADMINISTRATION,description,api;mirror,
CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000,80LARC21F0153,CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000,contract,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00006,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - MARS EXPLORATION PROGRAM (MEP) ASSESSMENT FOR MANAGEMENT, PLANNING, TECHNICAL, SCIENTIFIC, RISK, COST, AND SCHEDULE SUPPORT",description,api;mirror,
CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000,80LARC25F7011,CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000,contract,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00003,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - 2025 ASTROPHYSICS DIVISION SENIOR REVIEW,description,api;mirror,
CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000,80MSFC22F0153,CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000,contract,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,2025-04-08,M,P00004,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - NESC AVIONICS PACKAGING ENGINEERING PROCESSES AND BEST PRACTICES,description,api;mirror,
CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-,80NSSC20P1795,CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-,contract,HOWARD WERSHBALE & CO,2025-04-08,F,P00008,0.00,TERMINATION FOR CONVENIENCE AGREEMENT EXERCISE OPTION YR 4,both,api;mirror,
CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,80NSSC22PA482,CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,contract,"DIVERSIFIED SERVICES GROUP, INC.",2025-04-08,F,P00006,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - LIVE PLANT MAINTENANCE SERVICES,both,api;mirror,
CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,80NSSC23PA010,CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,contract,BUSINESS CLASS AVIATION INC.,2025-04-08,F,P00004,-38680.00,TERMINATE FOR CONVENIENCE OF AGREEMENT-DC-8 AND SOFIA AIRCRAFT STORAGE AND PARTS REMOVAL,both,api;mirror,
CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,80NSSC23PB058,CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,contract,"FLORIDA FIRST ROBOTICS EDUCATION FOUNDATION, INC",2025-04-08,F,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - SPONSORSHIP OF THE FIRST ORLANDO REGIONAL,both,api;mirror,
CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,80NSSC24PB139,CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,contract,"DATADOG, INC.",2025-04-08,F,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - DATADOG SUBSCRIPTION,both,api;mirror,
CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,80NSSC24PB717,CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,contract,"COSTAR REALTY INFORMATION, INC.",2025-04-08,F,P00002,0.00,TERMINATION FOR CONNIVENCE AGREEMENT - COSTAR,both,api;mirror,
