Source,District,Recipient,Award ID,Latest Modification Number,Latest Modification Date,Start Date,End Date,Award Amount,Total Outlays,Description,Business Categories,URL
NPDV,CA-47,"Flawless Photonics, Inc.",80JSC022CA012,P00008,2025-04-08,2022-08-25,2025-11-15,2315075.00,2315075.00,Termination notice issued: in space production applications (inspa) - fabrication of flawlesspreforms in microgravity for OA directorate,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-/
DOGE,FL-08,"Florida First Robotics Education Foundation, Inc",80NSSC23PB058,P00002,2025-08-13,2023-05-15,2025-04-08,40200.00,40200.00,"Status: TERMINATED. Reported savings: $60,300.00. DOGE Action Date: 4/14/2025. Sponsorship of the first orlando regional","category_business, corporate_entity_tax_exempt, foundation, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-/
DOGE,VA-11,"Four Points Technology, LLC",80NSSC23F0002,P00001,2025-05-14,2022-10-14,2025-04-21,19212.13,19212.13,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Securid authenticator tokens,"category_business, limited_liability_corporation, minority_owned_business, other_minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, us_owned_business, veteran_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000/
DOGE,CT-04,"Gartner, Inc.",80NSSC24PB679,P00002,2025-12-11,2024-07-01,2025-12-31,194382.00,194382.00,"Status: TERMINATED. Reported savings: $194,382.00. DOGE Action Date: 3/20/2025. NASA human capital gartner learning & development services","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-/
NPDV,VA-11,George Mason University,80NSSC24K0892,P00002,2025-09-05,2024-03-29,,0.00,0.00,Termination for convenience agreement  - interdisciplinary research in earth sciences support for Science Mission Directorate (SMD/ESD),"educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0892_080/
NASAGrants,DC-98,George Washington University (THE),80NSSC24K0503,P00003,2025-08-05,2024-03-15,,807337.00,506493.79,"Approved/ Awarded - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Assessing environmental justice, air quality, and health co-benefits of transport interventions in u.s. urban areas","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0503_080/
DOGE,VA-11,Guidehouse Inc.,80HQTR24FA019,P00013,2025-08-13,2023-12-01,2025-11-30,1831560.00,1634587.50,"Status: FUNDING ONLY ACTION. Reported savings: $639,900.00. DOGE Action Date: 3/20/2025. The contractor to provide services related to an integrated approach to conducting annual assessments of NASA’s management controls, internal control over financial reporting, fraud risk management framework and payment integrity.","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24FA019_8000_80HQTR24AA002_8000/
DOGE,NY-24,Harbec Inc,80NSSC24PC367,P00001,2025-09-24,2024-09-10,2025-02-28,105768.00,105768.00,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. 104 end caps, 104 end cap sleeves","category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC367_8000_-NONE-_-NONE-/
DOGE,NE-03,Ho-Chunk Shared Services Company,80NSSC22PB703,P00003,2025-03-24,2022-08-05,2025-03-24,109953.67,109703.67,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Strategic analysis and support services,"8a_program_participant, category_business, community_development_corporations, corporate_entity_tax_exempt, minority_owned_business, native_american_owned_business, nonprofit, self_certified_small_disadvanted_business, small_business, special_designations, tribally_owned_firm, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-/
FPDS,CO-02,Honeybee Robotics LLC,80GSFC23CA030,P00010,2025-09-30,2022-11-30,2023-12-04,7129014.07,6635723.61,"Reason for modification: terminate for convenience (complete or partial). terminate for convenience agreement - mars sample return (MSR) capture, containment and return systems (CCRS) earth entry system (EES) spin eject mechanism (SEM) for smd directorate.","category_business, limited_liability_corporation, manufacturer_of_goods, other_than_small_business, partnership_or_limited_liability_partnership, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-/
DOGE,OH-11,Howard Wershbale & Co,80NSSC20P1795,P00008,2025-11-04,2020-08-23,2025-04-08,16050.00,16100.00,"Status: TERMINATED. Reported savings: $3,950.00. DOGE Action Date: 4/14/2025. Financial statement review","category_business, corporate_entity_not_tax_exempt, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-/
DOGE,FL-01,Hx5 LLC,80GRC020F0118,P00017,2025-07-08,2020-04-01,2026-09-30,2125591.44,1897850.43,"Status: FUNDING ONLY ACTION. Reported savings: $1,877,126.00. DOGE Action Date: 3/20/2025. Lpr fan test hardware support. test lpr (low pressure ratio) turbofan design take-off, landing, climb, and cruise conditions.","category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GRC020F0118_8000_80GRC020D0003_8000/
DOGE,FL-01,Hx5 LLC,80GRC021F0111,P00005,2025-09-15,2021-07-18,2027-03-31,756000.06,131825.14,"Status: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE. Reported savings: $148,680.00. DOGE Action Date: 3/20/2025. Advanced seal development 4","category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GRC021F0111_8000_80GRC020D0003_8000/
DOGE,FL-01,Hx5 LLC,80GRC020F0111,P00028,2025-09-19,2020-04-01,2026-03-31,2123534.50,1574052.52,"Status: FUNDING ONLY ACTION. Reported savings: $1,513,111.00. DOGE Action Date: 3/20/2025. Superconducting motor components & test devices.","category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GRC020F0111_8000_80GRC020D0003_8000/
DOGE,FL-01,Hx5 LLC,80GRC020F0115,P00033,2025-09-23,2020-04-01,2026-03-31,2260400.35,1601190.23,"Status: FUNDING ONLY ACTION. Reported savings: $1,771,458.00. DOGE Action Date: 3/20/2025. Electric drive test support and technical communication.","category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GRC020F0115_8000_80GRC020D0003_8000/
DOGE,FL-01,Hx5 LLC,80GRC022F0189,P00019,2025-12-17,2022-09-22,2025-12-31,857112.51,726241.10,"Status: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE. Reported savings: $806,334.00. DOGE Action Date: 3/20/2025. Prototype manufacturing of a motor for dusty & extremely cold environments (MDECE).","category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GRC022F0189_8000_80GRC020D0003_8000/
DOGE,VA-11,"Hydrogeologic, Inc.",80KSC019F0128,P00010,2025-05-29,2019-04-26,2025-03-18,151868.35,126804.17,"Status: Expired. Reported savings: $154,681.00. DOGE Action Date: 3/20/2025. Support meetings with florida department of environmental protection to review project progress and reach consensus on the path forward.","asian_pacific_american_owned_business, category_business, corporate_entity_not_tax_exempt, minority_owned_business, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80KSC019F0128_8000_80KSC019D0012_8000/
DOGE,GA-07,Ibex It Business Experts LLC,80NSSC23FA528,P00007,2025-04-23,2023-06-01,2025-03-31,214134.25,214134.25,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/1/2025. Human resources and executive search consulting services: NASA enterprise-wide human capital services,"8a_program_participant, black_american_owned_business, category_business, corporate_entity_not_tax_exempt, dot_certified_disadvantaged_business_enterprise, limited_liability_corporation, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000/
DOGE,VA-11,"Icf Incorporated, LLC",80HQTR24F0012,P00003,2025-03-14,2023-11-16,2025-02-14,1929221.26,1052623.92,"Status: Expired. Reported savings: $1,439,420.89. DOGE Action Date: 2/18/2025. Provides technical support for the co-chairs and bureau of wgiii, cross-working group coordination. this is a NASA hq requirement.","category_business, limited_liability_corporation, minority_owned_business, other_minority_owned_business, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0012_8000_80HQTR21D0004_8000/
NPDV,VA-11,"Icf Incorporated, LLC",80HQTR22F0076,P00009,2025-04-08,2022-05-04,2025-04-08,979989.29,567157.32,Stop work notice issued with notification of intent to terminate for convience - support for U.S.participation in theintergovernmentalpanel on climatechange and relatedinternationalassessments,"category_business, limited_liability_corporation, minority_owned_business, other_minority_owned_business, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR22F0076_8000_80HQTR21D0004_8000/
NPDV,VA-11,"Icf Incorporated, LLC",80HQTR22F0109,P00004,2025-04-08,2022-10-03,2025-04-08,879147.00,543483.20,Stop work notice issued with notification of intent to terminate for convience - specialized support services for a carbon cycle interagency working group coordintor.,"category_business, limited_liability_corporation, minority_owned_business, other_minority_owned_business, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR22F0109_8000_80HQTR21D0004_8000/
NPDV,VA-11,"Icf Incorporated, LLC",80HQTR24F0037,P00002,2025-04-08,2024-03-18,2025-04-08,651786.00,222818.65,Stop work noticed issued with notification of intent to terminate for convience - to provide a scope for specialized support services for two climate services personnel to the u.s. global change research program,"category_business, limited_liability_corporation, minority_owned_business, other_minority_owned_business, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0037_8000_80HQTR21D0004_8000/
NPDV,FL-09,"Imec USA Nanoelectronics Design Center, Inc",80NSSC19K1666,P00003,2025-09-05,2019-09-03,,35780.47,0.00,"Termination for convenience agreement - rodent hindlimb suspension, rodent csf, and direct ICP & biomarkers - support for SOMD directorate","category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC19K1666_080/
DOGE,VA-11,Immixtechnology Inc,80NSSC24FA260,0,2025-03-14,2024-03-01,2025-02-28,38454.11,38454.11,"Status: Expired. Reported savings: $38,454.00. DOGE Action Date: 3/20/2025. This order is for digimat software and support maintenance.","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA260_8000_NNG15SC39B_8000/
DOGE,VA-11,KPMG LLP,80NSSC24PC269,P00002,2025-06-10,2024-09-03,2025-03-24,96000.00,96000.00,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Training immersion to provide direct experience and exposure for NASA leaders to for-profit industry organizations in support of the agency’s public private talent program pilot program and in association with the leadership development program, NASA aspire, learning objectives.  more specifically understanding how the business drives efficiency in decision making, leads technology innovation / artificial intelligence / data ecosystems, and their investment strategy.","category_business, other_than_small_business, partnership_or_limited_liability_partnership, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-/
DOGE,CO-05,Keysight Technologies Inc,80NSSC24PA923,P00001,2025-03-25,2024-06-14,2025-03-17,10152.96,10152.96,"Status: TERMINATED. Reported savings: $10,153.00. DOGE Action Date: 3/20/2025. This order is for ads software and support maintenance.","category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-/
DOGE,CO-05,Keysight Technologies Inc,80NSSC24PA753,P00001,2025-03-27,2024-04-15,2025-03-19,33662.52,33662.52,"Status: TERMINATED. Reported savings: $33,663.00. DOGE Action Date: 3/20/2025. This order is for genesys and support maintenance.","category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-/
NPDV,PA-04,Kutztown University of Pennsylvania,80NSSC25K7045,P00001,2025-04-08,2024-10-07,,74992.00,8674.57,"Termination for convenience agreement - the kutztown university's h2o+h2s ""here to observe + here to storytell"" program will use mission science and scientific storytelling AS a student experiential learning tool to scaffold workforce skills. each year, the 10-12 student observer cohort will be composed of STEM and STEM-interested freshmen, sophomores and incoming transfer students from introductory courses. the program will focus on those students not typically served BY outreach and engagement programs. kutztown university has an established 'learning community' approach, where a group of students is paired with faculty mentors and meet once a week AS a PART of their schedule. h2o+h2s will use this program so students are supported with a 1-credit course (1 hour PER week), preserving dedicated time for the student observer to fulfill the program without disruption to their academic classes or overburdening schedules. the course will integrate the here to explore program activities with a student-created scientific narrative project based on sharing the mission science. the students observers will develop a short audio/video storytelling project about the NASA mission. research shows that integrating storytelling, or narrative techniques, provides powerful ACCESS for students of diverse backgrounds to connect with science. two students from previous cohorts will serve AS peer mentors. scaffolding experiences will include the NASA-LED h2o activities, fieldtrips, professional meeting attendance, and mentorship through-out the year. the h2o + h2s program focuses on creating products that articulate workforce skills on student resumes. this directly supports enhanced student success when applying for future internships, graduate school, and industry jobs.","educational_institution, government, higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7045_080/
DOGE,VA-11,"Leidos, Inc.",80NSSC24PC405,P00001,2025-04-16,2024-09-01,2024-09-25,0.00,0.00,Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. Fy24 verint annual maintenance & support coverage standard plan,"category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC405_8000_-NONE-_-NONE-/
DOGE,VA-11,"Lmi Consulting, LLC",80NSSC24PA660,P00002,2025-04-17,2024-03-07,2025-03-31,42878.06,42878.06,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Bridge program retreat,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-/
FPDS,CO-07,Lockheed Martin Corp,80MSFC22CA005,P00032,2025-09-30,2022-03-01,2025-09-30,103080002.51,96333326.25,Reason for modification: terminate for convenience (complete or partial). mars ascent vehicle integrated system (MAVIS).,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80MSFC22CA005_8000_-NONE-_-NONE-/
NPDV,CA-51,"Malin Space Science Systems, Inc",80GSFC23PA006,P00003,2025-06-18,2023-01-17,2024-01-11,862225.00,862225.00,"Termination for convenience agreement - Mars Sample Return campaign capture, containment, and return sample (CCRS) camera","category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC23PA006_8000_-NONE-_-NONE-/
NPDV,MA-07,Massachusetts Institute of Technology,80NSSC22K1673,P00003,2025-04-08,2022-09-01,,250000.00,250000.00,Termination for convenience agreement - earth science applications: equity and environmental justice support for Science Mission Directorate (SMD/ESD),"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education, public_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1673_080/
DOGE,IL-07,"Messe Dusseldorf North America, Inc.",80NSSC25PA641,P00002,2025-06-23,2025-05-19,2025-04-09,0.00,0.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Booth space for NASA at association for unmanned/uncrewed vehicle systems international 2025,"category_business, corporate_entity_not_tax_exempt, foreign_owned, foreign_owned_and_us_located_business, other_than_small_business, special_designations",https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA641_8000_-NONE-_-NONE-/
FPDS,TN-06,Micro Craft Inc,80LARC22FA010,P00002,2025-06-09,2022-04-19,2022-07-06,1422.09,1422.09,Reason for modification: terminate for convenience (complete or partial). bpa wo#81235 147.7 corotub mold assembly 21322n0138.,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC22FA010_8000_80LARC21AA012_8000/
DOGE,MA-03,"National Quality Assurance - U.S.A., Inc.",80NSSC25FA315,P00001,2025-06-16,2025-05-05,2025-05-08,0.00,0.00,"Status: TERMINATED. Reported savings: $28,832.00. DOGE Action Date: 6/30/2025. Administrative management and general management consulting services: as9100 audit at armstrong flight research center, national aeronautics and space administration","category_business, corporate_entity_not_tax_exempt, foreign_owned, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000/
NPDV,VA-08,"National Society of Black Physicists, Inc.",80NSSC24K0944,P00001,2025-04-08,2024-04-01,,99751.00,99751.00,"Termination for convenience agreement  - topical workshops, symposiums, and conferences  Science Mission Directorate (SMD/planetary)","category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0944_080/
NASAGrants,DC-98,"National Society of Black Physicists, Inc.",80NSSC24K1845,P00003,2025-04-08,2024-10-15,,532078.00,299960.00,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Nsbp/nshp: joint annual conference","category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1845_080/
NPDV,NY-13,Natural Areas Conservancy Inc,80NSSC24K0520,P00002,2025-08-20,2024-04-01,,315207.82,315207.82,Termination for convenience agreement - interdisciplinary research in earth sciences for support for Science Mission Directorate (SMD/ESD),"category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0520_080/
NPDV,MD-04,Newton LLC,80GSFC22CA021,P00015,2025-06-17,2022-03-07,2024-01-02,4459975.78,4459975.78,"Termination for convenience agreement - capture, containment return system (CCRS) capture lid mechanism (clm)","8a_program_participant, category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, manufacturer_of_goods, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC22CA021_8000_-NONE-_-NONE-/
DOGE,CA-47,"Noreas, Inc.",80KSC020F0077,P00008,2025-09-09,2020-08-01,2025-07-31,2594431.77,2594431.77,"Status: Expired. Reported savings: $2,643,830.00. DOGE Action Date: 3/20/2025. Environmental consulting services","category_business, corporate_entity_not_tax_exempt, self_certified_small_disadvanted_business, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80KSC020F0077_8000_GS00F373GA_4732/
FPDS,MD-01,Northrop Grumman Systems Corporation,80MSFC21C0010,P00042,2025-09-30,2021-03-04,2025-09-30,86135452.00,78569646.23,Reason for modification: terminate for convenience (complete or partial). mars ascent propulsion system (MAPS).,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80MSFC21C0010_8000_-NONE-_-NONE-/
DOGE,CO-06,Nuburu Inc.,80NSSC24CA161,P00002,2025-03-12,2024-08-08,2025-03-05,849989.00,0.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/4/2025. Sbir phase ii - blue-plume - blue laser planetary and lunar management of electrical power,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24CA161_8000_-NONE-_-NONE-/
FPDS,45,"Office Design Group, Inc.",80AFRC19F0092,P00001,2025-02-03,2019-03-13,2019-06-12,0.00,0.00,Reason for modification: terminate for convenience (complete or partial). cancellation of furniture move in b4800 rm 1505.,"category_business, corporate_entity_not_tax_exempt, dot_certified_disadvantaged_business_enterprise, hispanic_american_owned_business, minority_owned_business, self_certified_small_disadvanted_business, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business",https://www.usaspending.gov/award/CONT_AWD_80AFRC19F0092_8000_NND15AB03Z_8000/
NPDV,OH-07,Ohio Aerospace Institute,80NSSC24K0114,P00002,2025-04-08,2023-10-18,,147209.00,94143.09,Termination for convenience agreement - here to observe (h2o) - ohio and puerto rico space grant consortiums support for Science Mission Directorate (SMD/ESD),"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0114_080/
DOGE,OK-03,Oklahoma State University,80NSSC21M0005,P00008,2025-08-05,2021-01-01,,2141868.19,2141868.19,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/24/2025. The primary objective of the  native earth | native sky  (NENS) program is to build culturally-relevant earth-sky stem programming for middle schoolers in three oklahoma native american nations that will increase the students  understanding of - termination for convenience agreement  - science activation program integration/ science engagement & partnerships division for support for science mission directorate (SMD),"educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, public_institution_of_higher_education, veterinary_college",https://www.usaspending.gov/award/ASST_NON_80NSSC21M0005_080/
DOGE,VA-11,"Overlook Systems Technologies, Inc.",80HQTR21F0124,P00022,2025-03-17,2021-05-01,2025-02-13,2472244.00,2471451.42,"Status: Expired. Reported savings: $4,390,932.00. DOGE Action Date: 3/20/2025. Provide contractor subject matter expertise in the  areas of u.s. and international space policy as well as pnt policy, technology, engineering, and  related applications","category_business, corporate_entity_not_tax_exempt, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR21F0124_8000_GS10F0100T_4730/
DOGE,OR-01,Pacific Research & Evaluation LLC,80NSSC23PB368,P00001,2025-04-21,2023-09-01,2025-03-06,183337.00,119413.50,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/1/2025. Audience evaluation of engagement content and materials,"category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-/
DOGE,DC-98,Partnership for Public Service Inc,80NSSC24PC394,P00001,2025-04-21,2024-10-01,2025-03-11,28750.00,28750.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/28/2025. Partnership for public service. membership in the federal human capital collaborative,"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-/
DOGE,VA-08,"Politico, LLC",80NSSC24PA723,P00001,2025-03-25,2024-05-03,2025-02-18,202600.00,202600.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/19/2025. Renewal for politico pro service for olia,"category_business, foreign_owned, foreign_owned_and_us_located_business, other_than_small_business, partnership_or_limited_liability_partnership, special_designations",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-/
DOGE,VA-08,"Politico, LLC",80NSSC24PA609,P00001,2025-04-21,2024-03-11,2025-02-18,10600.00,10600.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/13/2025. Politico pro agreement for ocfo,"category_business, foreign_owned, foreign_owned_and_us_located_business, other_than_small_business, partnership_or_limited_liability_partnership, special_designations",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-/
NPDV,MA-05,President and Fellows of Harvard College,80NSSC21K1443,P00004,2025-05-21,2021-08-01,,602062.00,586867.74,Termination for convenience agreement - improved understanding of oxygenated volatile organic compounds (ovocs) in polluted and remote atmospheres using korus-aq and atom data: implications for interpreting satellite observations of formaldehyde and glyoxal - support for SMD directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC21K1443_080/
NPDV,MA-05,President and Fellows of Harvard College,80NSSC21K1069,P00004,2025-07-07,2021-07-13,,276651.00,276650.96,"Termination for convenience agreement -20-ocost20-0009, application of continuous ground-based remote sensing to analysis of oco-2/3 xco2 and SIF data in mosaic landscapes -support for SMD earth science directorate","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC21K1069_080/
NPDV,MA-05,President and Fellows of Harvard College,80NSSC24M0193,P00004,2025-09-05,2024-08-01,,19299.47,19299.47,Termination for convenience agreement - NASA open innovation research -support for STMD directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC24M0193_080/
NPDV,MA-05,President and Fellows of Harvard College,80NSSC19K0326,P00020,2025-09-19,2019-01-01,2025-12-31,7680199.00,7265765.25,"The termination has been vacated and set aside pursuant to the order entered on september 3, 2025, in president and fellows of harvard college v. us department of health and human services et AL., 1:25-CV-11048 (d. mass).there is a compelling need for intensive study of convective impacts on the summer stratosphere over north america. each summer the north american monsoon anticyclone (nama) dominates the circulation of the north-western hemisphere and acts to partially confine and isolate air from the surrounding atmosphere. strong convective storms in the nama regularly penetrate deep into the lower stratosphere (LS), with some ascending above 20 km (~450 k potential temperature). the uniqueness of the nama region is most easily seen in satellite measurements of water vapor, which show a large enhancement in the LS over north america not seen either in magnitude or at such high latitudes elsewhere around the GLOBE. but the coupling of tropopause-penetrating convection with large-scale monsoonal motion is poorly understood, AS is the impact of convection on the chemical composition of the LS, both in monsoon regions and in the global stratosphere, which receives inputs of moist and polluted monsoon air from the nama. the Dynamics and Chemistry of the Summer Stratosphere (DCOTSS) proposal directly addresses this knowledge gap.","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC19K0326_080/
